"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
5.58,10.1,126,2,74.68,27.45,"Gamma","payments","media","success"
10.02,6.67,133,4,81.52,3.53,"Beta","payments","baja","success"
11.36,6.03,134,3,66.79,16.75,"Beta","database","baja","rolled_back"
13.13,10.65,118,0,83.55,18.99,"Gamma","ui","media","success"
16.37,9.18,145,0,90.87,29.18,"Alpha","payments","crítica","success"
13.78,4.96,113,4,95.43,12.33,"Delta","api","media","success"
16.05,10.18,109,2,100,9.05,"Delta","auth","media","failed"
9.89,7.33,123,1,68.29,8.48,"Gamma","database","baja","success"
10.77,9.42,122,2,70.82,8.08,"Alpha","ui","media","success"
16.34,9.14,103,0,70.24,8.18,"Beta","database","media","success"
12,5.58,111,4,68.31,7.22,"Alpha","database","baja","success"
5.28,7.71,125,0,85.25,8.64,"Delta","payments","media","success"
8.61,7.94,122,1,55.8,5.85,"Alpha","ui","alta","success"
16.03,6.91,112,4,94.88,7.04,"Delta","database","alta","success"
9.56,3.01,107,0,60.54,8.91,"Gamma","database","media","success"
13.33,6.73,116,2,61.85,6.99,"Beta","database","baja","failed"
12.06,9.23,118,1,79.09,16.26,"Beta","auth","crítica","rolled_back"
10.01,10.42,113,0,69,6.62,"Gamma","auth","baja","failed"
10.6,10.86,108,1,68.64,23.51,"Gamma","auth","media","success"
13.57,9.78,133,1,84.15,15.36,"Gamma","ui","crítica","success"
12.84,7.5,117,3,76.5,9.68,"Delta","api","crítica","failed"
16.94,7.14,112,0,89.43,10.38,"Delta","api","alta","success"
11.2,6.55,133,2,80.46,7.21,"Gamma","auth","media","success"
8.31,10.35,118,2,77.14,0.52,"Alpha","auth","crítica","success"
12.66,6.49,131,2,89.36,6.29,"Gamma","auth","baja","success"
14.82,8.51,106,4,100,5.68,"Delta","ui","baja","success"
21.13,10.32,124,4,70.42,7.97,"Alpha","api","baja","success"
10.15,8.9,113,3,77.7,8.21,"Delta","auth","media","success"
10.69,8.47,129,3,87.64,25.6,"Beta","api","media","success"
15.53,6.95,123,2,77.43,8.87,"Delta","api","media","success"
17.13,5.09,124,1,84.16,4.81,"Delta","payments","media","failed"
9.37,7.31,110,2,100,1.02,"Delta","api","crítica","success"
14.66,5.86,150,2,95.62,9.07,"Beta","payments","media","success"
9.74,8.35,133,3,76.54,9.81,"Delta","ui","media","success"
8.15,8.08,140,1,86.14,7.98,"Delta","api","baja","rolled_back"
14.49,7.16,116,4,85.34,15.43,"Alpha","auth","crítica","success"
12.43,9.45,123,4,76.11,14.37,"Delta","auth","media","success"
13.56,11.64,126,3,64.18,9.98,"Beta","payments","alta","success"
9.68,8.14,119,4,72.98,23.88,"Alpha","database","media","success"
19.18,9.35,114,1,82.38,25.53,"Delta","payments","baja","rolled_back"
14.66,5.43,126,1,86.73,3.9,"Beta","auth","media","failed"
10.5,7.75,124,3,73.02,8.74,"Alpha","api","alta","success"
14.81,8.08,119,0,75.32,12.64,"Gamma","ui","media","success"
7.14,9.15,112,1,72.08,11.71,"Gamma","ui","baja","success"
11.45,8.96,121,4,56.95,10.12,"Gamma","database","baja","success"
17.61,8.43,108,1,67.41,7.04,"Beta","database","alta","success"
11.24,8.98,141,2,80.19,8.61,"Beta","database","media","success"
15.64,5.78,131,3,74.54,5.75,"Alpha","ui","baja","success"
11.11,8.48,109,0,73.13,4.75,"Alpha","api","alta","success"
2.81,3.93,111,1,72.08,21.56,"Delta","auth","media","success"
8.48,10.28,117,2,64.66,9.13,"Delta","api","alta","success"
12.89,9.71,132,2,88.67,1.41,"Beta","api","media","success"
17.79,7.88,138,1,81.43,15.47,"Alpha","api","alta","success"
9.63,12.22,127,4,61.08,16.53,"Alpha","database","media","success"
13.1,6.63,112,1,67.01,26.88,"Beta","ui","baja","success"
8.14,11.18,125,1,80.83,21.23,"Delta","database","alta","success"
7.93,9.75,118,2,69.19,2.92,"Delta","payments","media","success"
8.89,13.47,124,5,71.71,11.89,"Beta","auth","alta","success"
17.48,11.17,93,0,78.01,9.17,"Delta","ui","media","success"
15.76,9.9,119,4,83.88,5.69,"Alpha","api","media","success"
14.37,9.46,121,2,80.5,8.79,"Beta","database","alta","success"
16.46,9.33,124,2,90.75,9.29,"Delta","ui","baja","success"
10.3,10.16,141,1,73.41,4.52,"Delta","api","baja","success"
15.04,9.91,115,2,63.79,6.83,"Gamma","payments","crítica","success"
12.84,11,109,2,82.17,8.58,"Delta","api","baja","rolled_back"
7.8,7.65,137,1,74.98,3.17,"Gamma","api","media","success"
8.68,12.43,129,4,72.09,10.01,"Delta","api","baja","rolled_back"
12.2,7.94,111,2,76.09,5.12,"Delta","database","alta","success"
12.82,4.74,116,1,100,13.23,"Delta","database","alta","success"
10.71,11.19,124,4,53.37,5.97,"Delta","auth","media","success"
8.01,4.44,112,3,78.67,7.71,"Gamma","api","media","success"
3.64,8.1,101,5,73.81,12.72,"Beta","payments","alta","rolled_back"
13.7,5.88,116,1,70.08,6.54,"Beta","auth","baja","success"
10.82,11.27,115,1,77.26,28.72,"Gamma","ui","media","success"
14.2,9.66,126,1,69.24,0.35,"Alpha","auth","media","success"
5.82,6.29,134,1,58.75,6.24,"Gamma","auth","crítica","success"
6.99,10.67,124,2,60.44,10.34,"Gamma","api","baja","success"
11.55,8.54,95,2,78.49,6,"Delta","database","alta","success"
6.35,9.74,112,1,96.87,15.29,"Alpha","api","alta","success"
4.07,10.28,111,3,74.19,4.94,"Beta","database","baja","failed"
15.13,6.73,112,0,86.87,5.15,"Alpha","api","media","success"
15.6,8.67,128,0,82.96,13.27,"Alpha","database","alta","success"
7.88,1.68,121,1,74.34,16.28,"Alpha","api","crítica","success"
10.91,7.12,109,0,98.01,5.87,"Alpha","payments","baja","success"
7.46,10.12,119,5,91.29,4.07,"Delta","payments","alta","success"
13.27,10.55,121,2,73.7,2.63,"Beta","api","media","success"
11.88,9.49,119,1,89.28,11.65,"Gamma","ui","media","success"
8.52,8.62,117,3,80.46,5.7,"Alpha","database","media","success"
8.9,9.87,105,0,64.56,9.73,"Gamma","auth","crítica","failed"
7.75,5.68,115,3,65.81,18.28,"Beta","payments","baja","success"
13.75,6.31,107,2,93.1,4.83,"Alpha","ui","media","success"
14.28,5.72,116,2,65.99,26.66,"Gamma","ui","crítica","success"
13.51,8.88,108,1,73.11,16.49,"Beta","payments","media","success"
8.63,8.16,125,2,70.5,9.12,"Beta","payments","crítica","success"
4.86,8.98,131,0,74.71,4.79,"Beta","database","media","success"
14.12,8.98,107,1,75.79,3.57,"Gamma","ui","media","success"
11.29,10.9,100,2,74.29,18.39,"Gamma","database","media","failed"
11.84,12.35,114,5,78.66,28.37,"Alpha","auth","media","success"
16.13,4.73,115,0,67.48,5.05,"Beta","ui","baja","success"
8.43,9.09,109,3,81.89,8.05,"Alpha","database","media","success"
16.58,6.48,124,0,78.16,17.51,"Beta","ui","alta","failed"
10.35,11.53,129,5,78.89,13.24,"Gamma","api","media","success"
9.15,9.75,133,0,73.7,16.39,"Beta","auth","crítica","success"
11.18,10.98,142,1,85.56,5.08,"Alpha","database","media","failed"
13.56,4.91,94,4,59.98,8.92,"Beta","api","baja","success"
11.17,8.21,97,2,78.04,22.84,"Gamma","database","baja","success"
8.4,12.03,114,1,87.65,11.31,"Gamma","ui","media","success"
10.87,5.84,115,2,88.32,11.74,"Beta","database","baja","success"
1.83,5.51,146,1,83.92,23.09,"Delta","payments","media","success"
9.97,7.64,138,0,79.65,4.59,"Alpha","ui","baja","failed"
13.82,6.33,118,2,66.98,5.56,"Beta","auth","baja","failed"
11.32,10.08,134,1,62.83,6.97,"Beta","api","media","success"
14.75,6.94,111,1,81.82,27.2,"Delta","ui","baja","success"
13.94,7.48,125,6,92.91,11.85,"Beta","database","media","success"
14.58,4.63,123,2,92.78,9.55,"Delta","database","baja","failed"
14.62,8.88,131,3,62.51,15.11,"Delta","api","media","success"
5.05,9.69,125,0,76.42,29.26,"Beta","auth","alta","success"
12.02,4.79,119,1,60.19,11.26,"Beta","api","baja","success"
18.52,11.62,119,2,74.78,36.79,"Alpha","auth","media","success"
10.08,5.68,128,3,79.7,19.51,"Delta","auth","baja","success"
13.81,9.14,122,1,86.26,17.56,"Alpha","payments","crítica","success"
12.57,8.43,115,2,74.7,6.81,"Alpha","database","media","success"
14.23,5.81,122,3,74.02,20.92,"Beta","database","alta","success"
10.91,6.62,120,0,85.52,13.6,"Delta","api","baja","rolled_back"
9.41,10.37,124,1,58.3,33.32,"Beta","database","alta","success"
12.29,7.84,105,0,71.17,10.04,"Alpha","api","media","success"
12.83,7.59,116,2,62.69,7.98,"Gamma","auth","crítica","success"
11.26,10.32,119,2,100,10.75,"Alpha","auth","crítica","success"
12.13,8.95,127,3,78.33,23.45,"Delta","database","media","failed"
13.65,7.41,89,4,66.84,6.05,"Delta","api","media","rolled_back"
8.9,8.48,94,0,96.91,28.69,"Delta","database","baja","success"
16.56,4.67,98,5,90.47,8.85,"Alpha","auth","baja","success"
20.8,8.65,117,1,83.92,16.39,"Alpha","auth","alta","success"
17.91,13.48,105,5,87.63,25.18,"Beta","payments","baja","failed"
10.18,7.44,118,1,83.38,3.98,"Alpha","database","alta","success"
4.71,6.6,109,1,100,5.28,"Alpha","database","media","rolled_back"
12.22,11.44,129,0,79.71,6.31,"Beta","database","media","success"
15.52,10.09,108,1,100,8.49,"Delta","auth","media","success"
15.11,11.55,118,3,87.45,11.07,"Alpha","payments","media","failed"
7.08,9.48,118,1,79.32,23.06,"Beta","payments","media","success"
7.55,9.02,102,0,76.61,6.52,"Alpha","database","baja","rolled_back"
12.53,9.72,114,2,83.91,13.85,"Beta","auth","media","success"
14.5,5.86,122,3,48.29,32.57,"Delta","payments","baja","failed"
15.49,8.67,123,2,84.34,12.59,"Alpha","auth","baja","success"
15.27,9.1,118,0,58.7,15.36,"Alpha","database","baja","success"
8.13,12.67,116,4,66.35,25.52,"Gamma","payments","media","failed"
6.75,10.14,114,5,68.49,6.54,"Delta","payments","baja","success"
3.95,12.09,129,0,99.19,22.48,"Gamma","database","baja","success"
14.02,8.15,116,3,59.09,9.32,"Beta","database","baja","success"
15.31,5.9,117,4,100,7.67,"Beta","payments","baja","success"
13.34,5.96,120,3,71.95,12.68,"Gamma","database","media","success"
7.76,4.78,112,2,95.13,20.41,"Delta","ui","media","success"
18.27,3.51,116,3,82.3,13.18,"Gamma","database","media","success"
10.52,7.06,127,4,69.16,4.67,"Alpha","auth","crítica","success"
19.12,6.8,114,4,89.95,2.97,"Alpha","database","baja","success"
14.21,11.54,131,2,99.46,16.23,"Delta","database","baja","success"
16.76,3.93,122,1,79.08,8.71,"Gamma","auth","baja","success"
13.32,8.4,123,1,76.63,9.39,"Delta","payments","media","success"
11.74,6.93,128,0,90.26,8.89,"Gamma","auth","media","rolled_back"
7.95,9.64,118,3,74.08,16.51,"Gamma","ui","media","success"
9.77,9.93,117,1,66.82,6.21,"Gamma","payments","alta","success"
11.81,5.9,127,1,83.57,31.59,"Alpha","ui","media","failed"
13.13,7.58,121,0,77.25,3.44,"Delta","ui","media","success"
11.87,7.46,118,2,75.07,6,"Delta","database","media","success"
11.29,5.37,131,1,86.92,29.42,"Gamma","ui","baja","success"
12.73,8.29,123,1,88.69,2.7,"Delta","ui","baja","success"
9.9,7.09,130,1,49.56,7.3,"Beta","api","baja","success"
9.86,6.38,114,3,86.65,6.65,"Delta","payments","alta","success"
6.18,5.46,114,1,93.09,11.64,"Delta","ui","alta","success"
15.39,8.15,109,1,73.43,7.32,"Alpha","payments","media","success"
12.19,8.2,115,2,84.77,1.91,"Beta","database","media","success"
11.67,6.39,134,0,83.24,14.79,"Alpha","ui","media","success"
9.04,12,123,1,79.42,8.38,"Delta","auth","baja","success"
11.01,5.1,122,1,79.58,8.9,"Alpha","auth","alta","success"
7.65,7.53,111,1,85.23,16.34,"Gamma","database","alta","success"
7.8,6.18,136,1,94.95,6.82,"Gamma","payments","alta","success"
4.32,10.14,99,2,87.44,28.8,"Alpha","payments","alta","success"
15.93,10.79,138,1,82.16,9.54,"Delta","auth","media","success"
12.5,1.85,121,4,94.65,13.77,"Delta","database","baja","failed"
7.53,6.55,115,2,83.47,11.85,"Delta","ui","baja","success"
16.66,3.24,115,4,79,5,"Beta","api","baja","success"
14.5,12.59,132,4,85.12,7.18,"Beta","payments","alta","success"
14.97,8.35,110,2,70.8,19.12,"Alpha","api","alta","success"
11.1,9.1,110,0,85.53,21.34,"Beta","auth","alta","rolled_back"
10.31,8.04,130,4,90.45,18.35,"Delta","database","media","success"
11.61,4.11,132,2,77.58,6.91,"Alpha","api","baja","rolled_back"
13.62,4.04,139,1,82.73,23.72,"Delta","auth","baja","success"
15.2,10.2,103,4,68.85,15.42,"Alpha","payments","baja","success"
18.36,8.91,117,3,70.54,18.85,"Alpha","database","media","rolled_back"
9.96,6.18,136,5,68.92,2.47,"Gamma","payments","media","failed"
7.94,4.43,126,1,66.69,22.45,"Gamma","ui","crítica","success"
12.4,9.73,119,2,75.45,7.36,"Delta","api","alta","failed"
24.09,5.74,131,2,68.69,14,"Gamma","payments","crítica","success"
10.29,7.25,125,3,79.17,2.38,"Gamma","database","alta","success"
16.58,9.97,120,1,75.62,19.56,"Gamma","api","media","success"
11.03,5.79,132,1,74.07,8.81,"Gamma","api","media","success"
10.09,4.69,114,1,85.1,8.29,"Delta","auth","alta","success"
9.16,12.83,110,3,97.79,8.69,"Beta","auth","media","success"
11.16,6.69,126,2,56.61,12.46,"Gamma","payments","media","success"
18.57,12.48,132,3,67.16,6.08,"Alpha","api","baja","success"
13.21,6.83,97,3,70.69,17.21,"Alpha","payments","media","success"
13.95,9.07,135,3,61.87,2.72,"Gamma","database","alta","success"
15.35,9.31,111,1,89.6,23.28,"Beta","auth","media","success"
20.29,5.06,124,3,90.29,14.69,"Delta","ui","crítica","success"
15.1,6.16,144,3,85.74,16.52,"Delta","auth","crítica","success"
6.29,12.67,107,3,72.85,3.55,"Gamma","payments","crítica","success"
7.87,7.94,122,1,85.82,5.1,"Beta","api","baja","success"
5.64,10.65,116,1,69.73,13.87,"Gamma","database","crítica","rolled_back"
0.61,3.9,119,0,82.17,1.57,"Gamma","database","media","success"
17.16,10.33,121,2,79.2,5.33,"Alpha","auth","media","success"
10.03,7.24,121,2,95.54,1.07,"Alpha","database","alta","rolled_back"
13.58,7.56,136,3,72.68,4.57,"Gamma","api","media","success"
16.73,6.66,143,1,93.39,2.4,"Gamma","api","media","success"
9.95,7.82,121,1,78.77,18.1,"Beta","ui","baja","success"
11.46,8.48,134,1,60.48,34.24,"Delta","api","crítica","success"
13.4,3.67,138,3,60.61,2.54,"Delta","ui","media","success"
12.9,6,111,0,76.83,12.12,"Alpha","api","baja","success"
8.9,9.13,119,1,63.01,7.71,"Delta","auth","alta","success"
14.92,7.7,120,1,76.67,8.53,"Delta","ui","media","success"
14.18,8.26,119,1,69.52,22.88,"Alpha","ui","media","success"
10.85,7.25,111,3,89.71,26.27,"Beta","api","alta","success"
7.11,11.05,102,2,81.52,6.08,"Alpha","ui","alta","success"
14.53,8,133,2,95.15,17.12,"Beta","ui","media","success"
17.71,7.8,139,3,72.24,6.55,"Beta","database","baja","success"
17.52,9.73,109,2,83.32,1.82,"Delta","ui","alta","success"
15.49,13.74,120,2,56.11,20.51,"Delta","ui","media","rolled_back"
10.07,9.36,121,2,88.07,10.88,"Gamma","auth","media","success"
9.87,10.9,108,1,66.91,9.06,"Beta","api","media","success"
9.65,5.94,122,3,72.15,10,"Beta","payments","alta","success"
10.35,8.18,126,1,85.94,24.89,"Gamma","database","crítica","success"
14.84,6.77,126,3,70.59,11.04,"Alpha","api","media","success"
13.03,10.24,134,0,100,7.28,"Delta","database","baja","success"
4.57,8.36,121,0,66.07,10.97,"Delta","payments","baja","success"
4.56,9.6,125,1,83.49,14.2,"Delta","database","media","success"
11.91,14.7,120,3,60.03,16.28,"Alpha","api","crítica","success"
12.6,6.36,126,0,50.08,8.63,"Gamma","auth","media","success"
2.77,9.38,130,1,100,35.53,"Gamma","payments","crítica","rolled_back"
8.73,5.43,119,3,87.74,16.76,"Alpha","database","baja","success"
12.11,6.17,113,3,70.73,16.76,"Alpha","ui","media","success"
17.85,10.77,113,3,95.69,9.05,"Delta","auth","media","success"
3.95,7.79,107,2,66.08,11.27,"Gamma","payments","crítica","success"
6.98,8.88,102,1,53.83,8.04,"Gamma","payments","media","success"
7.68,6.21,88,1,65.34,17.71,"Gamma","auth","crítica","success"
12.7,7.67,122,2,90.53,20.11,"Gamma","payments","media","success"
13.32,5.53,121,1,60.67,10.27,"Delta","auth","baja","failed"
10.72,9.48,113,1,84.65,16.11,"Delta","database","media","success"
5.55,5.71,120,6,70.77,18.07,"Beta","ui","alta","rolled_back"
9.48,7.2,123,4,86.71,11.57,"Delta","api","alta","success"
9.76,6.92,117,2,80.62,4.77,"Alpha","database","media","success"
11.19,8.39,122,1,73.04,4.28,"Alpha","database","crítica","success"
18.49,6.99,143,5,49.67,3.13,"Delta","api","media","success"
9.29,4.76,114,1,99.19,14.22,"Alpha","payments","media","rolled_back"
12.31,8.7,145,1,77.19,11.84,"Beta","database","media","success"
9.18,9.91,129,0,89.78,24.41,"Gamma","payments","crítica","success"
7.04,12.18,138,0,56.38,7.33,"Gamma","auth","baja","success"
14.54,4.37,125,0,79.61,9.24,"Alpha","payments","baja","success"
7.8,11.56,121,1,81.41,17.92,"Alpha","auth","baja","success"
22.94,5.44,124,3,93.68,12.13,"Alpha","api","alta","success"
12.37,7.53,136,2,43.7,9.51,"Delta","api","media","success"
12.24,4.97,126,2,85.9,7.46,"Beta","payments","alta","success"
11.73,11.82,129,2,76.78,18.98,"Beta","database","crítica","success"
19.37,8.35,97,2,50.69,22.93,"Alpha","api","media","success"
14.66,7.89,121,3,70.28,2.08,"Beta","database","baja","failed"
11,9.09,109,1,74.32,10.39,"Gamma","api","baja","success"
7.34,15.14,123,1,83.85,10.53,"Beta","payments","alta","failed"
7.85,6.36,131,2,70.98,1.07,"Gamma","api","baja","rolled_back"
8.86,9.12,128,1,89.5,9.83,"Beta","database","baja","success"
16.86,8.24,120,3,63.36,22.39,"Alpha","ui","baja","success"
11.24,8.43,128,1,100,20.09,"Delta","payments","crítica","success"
8.97,10.79,120,1,82.09,6.1,"Gamma","auth","media","success"
15.17,8.51,135,4,82.74,12.76,"Beta","payments","baja","success"
17.38,7.8,107,1,92.52,8.47,"Alpha","database","alta","success"
9.22,8.79,107,2,65.03,15.83,"Delta","database","crítica","success"
10.22,6.22,112,1,88.39,7.63,"Gamma","payments","alta","rolled_back"
13.38,12.69,108,1,65.98,7.15,"Alpha","ui","media","success"
11.98,12.65,117,1,89.87,6.04,"Alpha","api","media","success"
13.63,6.01,124,4,78.21,10.83,"Gamma","api","media","success"
18.86,3.28,137,5,76.31,15.99,"Delta","ui","media","success"
11.76,12.88,135,2,74.59,14.85,"Gamma","database","media","success"
10.88,9.23,135,1,81.52,3.61,"Delta","auth","media","failed"
13.94,4.48,131,4,78.44,4.64,"Gamma","database","baja","success"
11.8,5.97,130,4,89.92,28.75,"Delta","auth","alta","success"
14.51,5.43,122,0,95.32,11.87,"Gamma","auth","alta","success"
11.1,8.33,109,2,71.79,10.02,"Beta","ui","baja","success"
13.77,7.31,113,4,75.66,11.07,"Alpha","api","baja","success"
5.75,11.44,129,0,79.2,11.04,"Alpha","payments","media","rolled_back"
12.06,12.65,111,2,79.69,6.05,"Delta","ui","media","success"
9.94,10.27,114,1,84.03,15.73,"Beta","payments","media","success"
7.24,7.95,101,1,61.62,25.45,"Delta","auth","media","success"
10.35,10.79,106,4,62.99,14.74,"Delta","payments","media","failed"
13.49,6.13,124,0,96.08,20.22,"Gamma","api","media","failed"
12.37,6.38,123,5,71.23,6.27,"Alpha","ui","alta","success"
14.77,8.06,112,6,65.6,24.87,"Gamma","api","alta","success"
15.76,7.54,116,1,88.84,24.56,"Delta","payments","baja","success"
15.31,6.06,133,1,80.29,10.42,"Delta","auth","baja","success"
10.7,8.93,137,4,62.19,8.3,"Alpha","auth","alta","success"
6.69,6.44,130,1,59.36,12.15,"Beta","api","baja","success"
10.88,10.84,102,2,55.87,20.57,"Gamma","auth","alta","success"
16.68,7.12,137,1,87.46,8.89,"Delta","database","baja","success"
11.51,7.1,117,1,75.55,7.94,"Alpha","api","media","rolled_back"
5.45,7.84,112,3,77.46,4.28,"Gamma","api","alta","success"
13.97,11.4,109,1,78.92,4.47,"Delta","auth","baja","success"
13.13,9.53,119,2,56.96,16.12,"Gamma","api","alta","success"
10.4,8.91,122,1,79.04,7.42,"Gamma","auth","media","success"
12.69,10.56,121,1,82.04,10.82,"Gamma","auth","media","success"
17.48,5.29,129,1,76.84,6.57,"Beta","api","alta","failed"
17.2,10.87,114,2,87.59,4.26,"Beta","api","media","success"
10.17,8.02,108,1,66.98,0.74,"Delta","payments","media","success"
12.04,4.39,120,4,66.24,7.57,"Gamma","auth","media","success"
6.18,6.53,109,0,75.5,22.35,"Gamma","auth","media","success"
9.09,7.09,124,1,80.1,6.21,"Beta","ui","media","success"
20.03,11.8,135,3,51.97,27,"Delta","database","alta","failed"
17.99,3.01,117,3,78.55,12.03,"Delta","api","media","rolled_back"
11.08,7.13,106,4,92.81,7.29,"Gamma","database","media","success"
9.23,5.59,127,1,63.86,2.18,"Beta","payments","baja","success"
6.53,8.67,112,2,75.17,14.19,"Beta","database","media","rolled_back"
20.5,8.05,135,3,73.43,5.51,"Beta","payments","media","success"
12.46,10.64,103,2,66.91,6.9,"Alpha","api","media","success"
9.62,10.48,135,2,82.3,26.03,"Delta","database","media","success"
16.31,9.78,118,4,84.49,21.78,"Alpha","ui","media","success"
7.6,12.49,123,4,66.65,3.73,"Delta","database","media","success"
14.91,5.3,119,0,79.55,13.16,"Beta","database","crítica","success"
17.76,6.77,140,4,59.67,21.62,"Alpha","database","media","success"
11.16,10.41,121,1,71.73,13.93,"Alpha","api","media","success"
17.81,6.54,125,2,70.54,13.63,"Beta","database","baja","rolled_back"
14.57,4.88,121,4,65,8.11,"Alpha","api","media","success"
9.28,8.88,108,1,85.05,18.61,"Beta","auth","alta","success"
14.3,10.04,107,3,92.53,15.94,"Beta","database","baja","failed"
9.18,6.71,134,3,74.64,5.33,"Gamma","payments","media","success"
9.86,1.27,111,3,90.88,10.25,"Gamma","payments","media","success"
15.1,5.26,129,3,87.47,24.69,"Beta","auth","crítica","success"
10.1,4.86,129,3,75.65,7.65,"Gamma","auth","baja","success"
11.9,6.41,115,0,82,41.12,"Alpha","payments","crítica","success"
16.08,7.02,114,0,84.59,32.27,"Delta","api","alta","success"
7.18,10.49,125,3,67.19,21.01,"Delta","api","baja","success"
18.38,4.44,130,3,79.59,12.56,"Gamma","payments","media","success"
20.17,6.47,123,1,90,3.68,"Alpha","payments","alta","failed"
14.46,6.15,102,1,95.71,5.94,"Gamma","database","media","failed"
13.69,11.57,142,1,59.14,10.36,"Beta","api","media","success"
10.01,4.27,121,1,69.63,8.16,"Gamma","api","baja","failed"
13.96,4.14,137,3,64.22,10.4,"Gamma","payments","alta","success"
9.99,10.6,116,1,75.98,7.28,"Gamma","auth","media","success"
13.15,8.09,106,0,61.86,4.08,"Alpha","api","media","success"
9.25,6.54,126,3,70.62,2.26,"Alpha","ui","media","success"
15.15,6.2,101,1,80.14,14.95,"Gamma","auth","baja","success"
14.77,1.54,135,3,100,14.39,"Alpha","api","baja","rolled_back"
16.97,8.68,129,3,86.24,12.72,"Alpha","ui","alta","success"
19.93,7.65,114,4,59.98,10.76,"Beta","ui","crítica","success"
9.41,10.76,113,3,71.74,5.67,"Beta","payments","media","success"
15.86,6.81,130,2,78.05,10.29,"Gamma","database","alta","success"
6.29,10.52,126,1,77.59,10.89,"Alpha","database","media","success"
10.17,8.63,125,2,100,11.17,"Alpha","ui","crítica","success"
15.78,9.85,118,1,73.13,10.84,"Beta","auth","alta","success"
9.05,3.51,130,4,92.32,21.72,"Beta","ui","baja","success"
13.38,10.48,138,3,84.81,20.02,"Alpha","database","alta","success"
8.4,9.96,101,0,62.72,20.89,"Beta","database","alta","success"
10.52,11.28,115,4,66.67,6,"Gamma","api","media","success"
11.84,7.86,107,6,78.83,10.48,"Alpha","ui","alta","rolled_back"
9.55,5.29,135,1,100,27.99,"Alpha","auth","alta","success"
4.22,7.65,134,4,71.74,12.69,"Alpha","payments","baja","success"
12.97,9.89,118,2,82.54,6.52,"Alpha","ui","media","success"
13.9,10.2,128,0,56.43,15.49,"Delta","api","alta","success"
12.55,11.32,123,2,77.99,13.61,"Delta","api","media","success"
10.05,7.83,122,2,73.69,9.39,"Beta","payments","media","success"
15.6,11.95,128,0,69.29,25.14,"Delta","database","baja","success"
16.31,6.03,131,2,55.85,9.04,"Gamma","api","alta","success"
2.51,1.3,116,2,75.64,6.42,"Beta","payments","baja","success"
16.5,8.57,108,1,64.01,16.74,"Beta","payments","baja","success"
4.88,7.91,112,0,69.07,7.45,"Beta","auth","baja","success"
10.62,4.74,123,0,78.05,21.11,"Alpha","api","alta","success"
7.56,8.34,109,2,75.87,16.53,"Gamma","auth","alta","success"
9.48,4.91,102,1,64.61,6.31,"Beta","database","alta","success"
17.27,5.91,103,4,97.9,6.29,"Gamma","auth","media","success"
14.14,11.5,106,2,84.13,8.1,"Beta","auth","media","success"
13.98,0.35,118,1,60.53,5.23,"Delta","database","media","success"
3.69,8.8,140,1,71.3,6.06,"Gamma","payments","baja","success"
12.79,6.86,108,3,70.42,2.94,"Beta","database","crítica","success"
14.52,6.44,123,1,73.68,17.75,"Gamma","database","alta","failed"
15.44,8.33,139,3,74.1,15.35,"Gamma","payments","baja","success"
8.11,6.79,114,1,82.39,5.47,"Alpha","database","media","success"
15.75,6.67,124,1,72.3,13.3,"Gamma","database","media","success"
6.42,4.53,122,2,68.74,5.1,"Beta","auth","crítica","success"
18.95,12,130,3,84.79,28.15,"Delta","database","media","rolled_back"
8.81,10.26,102,3,63.98,6.27,"Delta","ui","crítica","success"
15.06,4.83,124,1,63.45,14.69,"Delta","payments","baja","rolled_back"
13.27,7.22,110,3,76.77,4.39,"Beta","api","alta","success"
7.75,9.65,122,3,75.08,10.37,"Alpha","database","media","success"
16.58,6.59,125,2,73.89,11.08,"Alpha","api","media","success"
12.13,8.11,116,3,75.52,14.39,"Alpha","ui","media","rolled_back"
15.27,8.29,128,3,79.46,23.83,"Delta","auth","alta","success"
12.87,12.08,136,1,100,25.09,"Alpha","payments","alta","success"
15.47,6.04,118,4,81.06,3.45,"Gamma","auth","media","rolled_back"
12.09,9.92,113,1,72.36,3.09,"Alpha","auth","baja","success"
16.46,6.52,117,7,57.46,25.8,"Delta","auth","baja","success"
10.59,7.31,106,2,64.48,8.2,"Gamma","payments","baja","success"
14.11,7.88,123,2,91.96,20.15,"Gamma","database","media","failed"
13.51,8.78,119,1,71.65,6.32,"Alpha","auth","baja","failed"
15.38,8.27,129,0,67.04,2.01,"Delta","auth","baja","success"
9.52,6.8,132,1,68.91,3.01,"Gamma","payments","media","success"
12.71,7.97,95,0,63.24,17.56,"Delta","database","alta","success"
9.68,8.63,112,4,82.65,21.98,"Gamma","auth","media","success"
15.63,9.05,95,1,100,10.41,"Delta","database","alta","success"
9.45,4.65,112,4,48.94,19.59,"Delta","payments","alta","success"
18.93,7.45,135,2,92.25,10.9,"Delta","payments","media","success"
15.16,12.5,116,1,73.89,3.91,"Delta","payments","alta","success"
11.95,6.58,132,1,82.31,7.3,"Delta","auth","alta","success"
16.82,8.13,112,3,67.55,26.88,"Delta","ui","baja","rolled_back"
11.66,10.49,106,2,100,24.51,"Delta","payments","baja","failed"
14.25,4.95,124,2,82.51,8.37,"Alpha","payments","media","success"
